label,filename,partition,sk_L,sk_a,sk_b,hr_L,hr_a,hr_b,lp_L,lp_a,lp_b,ey_L,ey_a,ey_b
MUTED AUTUMN,ashley olsen 2_1.png,train,168.0,6.0,1.0,159.0,-2.0,3.0,144.0,15.0,0.0,138.0,-1.0,-10.0
MUTED AUTUMN,calista flockhart 2.png,train,185.0,0.0,-7.0,72.0,-1.0,6.0,129.0,21.0,-2.0,86.0,0.0,2.0
MUTED AUTUMN,Calista Flockhart 3.png,train,182.0,-5.0,-4.0,37.0,2.0,4.0,130.0,14.0,-4.0,101.0,-2.0,-1.0
MUTED AUTUMN,David beckham  3.png,train,172.0,2.0,3.0,80.0,-1.0,3.0,155.0,12.0,-2.0,115.0,-4.0,3.0
MUTED AUTUMN,Drew Barrymore 6.png,train,186.0,-18.0,-7.0,36.0,2.0,5.0,112.0,8.0,-10.0,72.0,-6.0,-11.0
MUTED AUTUMN,Drew Barrymore 7.png,train,176.0,3.0,-3.0,109.0,1.0,16.0,91.0,42.0,18.0,59.0,1.0,0.0
MUTED AUTUMN,Eliana Miglio 3.png,train,189.0,-1.0,-5.0,96.0,0.0,6.0,121.0,28.0,-2.0,69.0,-1.0,-7.0
MUTED AUTUMN,"Felicity Jones, 6.png",train,162.0,4.0,7.0,27.0,0.0,2.0,135.0,25.0,2.0,89.0,-1.0,2.0
MUTED AUTUMN,"Felicity Jones, 7.png",train,194.0,-1.0,2.0,50.0,6.0,11.0,145.0,18.0,2.0,111.5,-3.0,-2.0
MUTED AUTUMN,gigi hadid 2_1.png,train,174.0,4.0,4.0,99.0,0.0,6.0,106.0,16.0,3.0,102.0,-3.0,-10.0
MUTED AUTUMN,mary kate olsen 2.png,train,165.0,2.0,7.0,31.0,0.0,4.0,130.0,17.0,10.0,113.0,-3.0,-6.0
MUTED AUTUMN,Nicole richie 1_1.png,train,151.0,4.0,-6.0,111.0,-3.0,6.0,126.0,13.0,-7.0,88.0,3.0,-14.0
MUTED AUTUMN,Nicole richie 2_1.png,train,163.0,2.0,-2.0,102.0,0.0,10.0,138.0,11.0,0.0,102.0,1.0,-3.0
MUTED AUTUMN,"Robert Pattinson, 7.png",train,149.0,5.0,1.0,74.0,-1.0,4.0,62.0,14.0,0.0,42.0,-2.0,-4.0
MUTED AUTUMN,ryan-gosling 3.png,train,213.0,-1.0,-3.0,133.0,2.0,12.0,188.0,12.0,-4.0,78.0,-1.0,-6.0
MUTED AUTUMN,Sarah Hyland 7.png,train,138.0,1.0,1.0,50.0,0.0,3.0,99.0,12.0,1.0,73.0,-2.0,-8.0
MUTED AUTUMN,Sarah Hyland 8.png,train,167.0,0.0,5.0,58.0,0.0,4.0,132.0,11.0,1.0,78.0,-5.0,-3.0
MUTED AUTUMN,Sarah Hyland 9.png,train,146.0,13.0,17.0,14.0,7.0,3.0,105.5,41.0,21.0,86.0,5.0,6.0
MUTED AUTUMN,"Tyra Banks, 5.png",train,148.0,1.0,8.0,75.0,1.0,8.0,131.0,13.0,-4.0,95.0,-4.0,-3.0
MUTED AUTUMN,Veronica-Ferraro 4.png,train,163.0,3.0,4.0,116.0,2.0,8.0,139.0,12.0,2.0,112.0,-3.0,-4.0
MUTED AUTUMN,Eliana Miglio 1.png,train,202.0,0.0,-8.0,109.0,1.0,6.0,158.0,17.0,-7.0,113.0,-2.0,-6.0
MUTED AUTUMN,gigi hadid 12.png,train,209.0,-2.0,0.0,109.0,3.0,9.0,147.0,22.0,6.0,83.0,-2.0,-6.0
MUTED AUTUMN,kirby griffin 1.png,train,73.0,3.0,2.0,16.0,-2.0,-2.0,75.0,14.0,-8.5,65.0,-6.0,-8.0
MUTED AUTUMN,Sonia Grispo 4.png,train,162.0,4.0,-3.0,132.0,-1.0,4.0,129.0,17.0,-6.0,80.0,1.0,-8.0
MUTED AUTUMN,adele 1.png,train,183.0,0.0,-9.0,73.0,2.0,10.0,154.0,10.0,-7.0,93.0,0.0,-10.0
MUTED AUTUMN,David beckham  4.png,train,185.0,1.0,8.0,108.0,0.0,-1.0,119.0,10.0,6.0,108.0,-1.0,-1.0
MUTED AUTUMN,Drew Barrymore 5.png,train,163.0,3.0,5.0,81.0,1.0,9.0,130.0,23.0,3.0,68.0,-2.0,-2.0
MUTED AUTUMN,"Robert Pattinson,8.png",train,129.0,2.0,4.0,21.0,0.0,2.0,116.0,13.0,1.0,90.0,-1.0,0.0
MUTED AUTUMN,Robert-Pattinson 1.png,train,178.0,2.0,1.0,95.0,-1.0,11.0,128.0,24.0,1.0,128.0,-2.0,-5.0
MUTED AUTUMN,Ryan-Gosling 7.png,train,163.0,8.0,10.0,133.0,2.0,4.0,129.0,19.0,7.0,66.0,5.0,3.0
MUTED AUTUMN,tyra banks2.png,train,176.0,2.0,1.0,23.0,3.0,2.0,116.0,17.0,0.0,94.0,-1.0,-10.0
MUTED AUTUMN,10443.jpg,test,159.0,0.0,6.0,26.0,2.0,5.0,116.0,19.0,6.0,72.0,-2.0,5.0
MUTED AUTUMN,10973.jpg,test,107.0,6.0,10.0,42.0,0.0,6.0,90.0,21.0,2.0,27.0,0.0,-2.0
MUTED AUTUMN,11802.jpg,test,200.0,-1.0,-5.0,34.0,0.0,1.0,188.0,1.0,3.0,162.0,-5.0,-5.0
MUTED AUTUMN,11984.jpg,test,152.0,7.0,8.0,81.0,2.0,4.0,142.0,17.0,4.0,148.0,1.0,4.0
MUTED AUTUMN,13885.jpg,test,176.0,-1.0,3.0,78.0,1.0,9.0,133.0,13.0,5.0,120.0,2.0,-1.0
MUTED AUTUMN,14128.jpg,test,159.0,6.0,5.0,23.0,-2.0,1.0,143.0,18.0,5.0,88.0,1.0,0.0
MUTED AUTUMN,14264.jpg,test,177.0,3.0,6.0,134.0,1.0,9.0,117.0,12.0,1.0,134.0,-2.0,-7.0
MUTED AUTUMN,14920.jpg,test,178.0,-5.0,17.0,65.0,-4.0,16.0,105.0,-1.0,2.0,33.0,10.0,-11.0
MUTED AUTUMN,17857.jpg,test,197.0,4.0,-5.0,157.0,-2.0,4.0,164.0,15.0,-3.0,164.0,-2.0,-12.0
MUTED AUTUMN,18389.jpg,test,201.0,4.0,-9.0,104.0,0.0,13.0,155.0,27.0,-10.0,95.0,1.0,0.0
MUTED AUTUMN,18644.jpg,test,146.0,5.0,14.0,65.0,3.0,9.0,97.0,20.0,11.0,96.0,-2.0,-2.0
MUTED AUTUMN,18826.jpg,test,185.0,3.0,-9.0,109.0,4.0,5.0,171.0,12.0,-8.0,96.0,3.0,-12.0
MUTED AUTUMN,1974.jpg,test,147.0,9.0,7.0,122.0,-2.0,12.0,112.5,21.0,4.0,105.0,-3.0,-10.0
MUTED AUTUMN,20115.jpg,test,152.0,-2.0,0.0,53.0,0.0,4.0,96.0,11.0,-1.0,66.0,-2.0,-9.0
MUTED AUTUMN,2483.jpg,test,147.0,7.0,12.0,56.0,2.0,8.0,112.0,22.0,8.0,53.0,0.0,2.0
MUTED AUTUMN,2855.jpg,test,155.0,6.0,3.0,140.0,-3.0,3.0,132.0,14.0,3.0,79.0,0.0,0.0
MUTED AUTUMN,3119.jpg,test,179.0,1.0,-3.0,102.0,0.0,4.0,151.0,20.0,-11.0,117.0,-1.0,-7.0
MUTED AUTUMN,3191.jpg,test,117.0,13.0,12.0,183.0,-5.0,0.0,61.0,27.0,17.0,24.0,2.0,0.0
MUTED AUTUMN,5989.jpg,test,130.0,3.0,3.0,28.0,0.0,3.0,109.0,16.0,-1.0,14.5,0.0,-2.0
MUTED AUTUMN,6673.jpg,test,165.0,-3.0,0.0,40.0,0.0,2.0,127.0,9.0,6.0,140.0,-5.0,-16.0
MUTED AUTUMN,6722.jpg,test,223.0,-9.0,-14.0,91.0,4.0,-3.0,183.0,5.0,-15.0,81.0,7.0,-25.0
MUTED AUTUMN,6970.jpg,test,155.0,3.0,4.0,125.0,-2.0,3.0,122.0,18.0,-1.0,57.0,2.0,-1.0
MUTED AUTUMN,7141.jpg,test,147.0,-1.0,1.0,24.0,0.0,1.0,105.0,14.0,-4.0,14.0,0.0,-2.0
MUTED AUTUMN,7273.jpg,test,104.0,4.0,8.0,94.5,-5.0,-3.0,75.0,14.0,2.0,47.0,7.0,1.0
MUTED AUTUMN,7852.jpg,test,105.0,5.0,10.0,0.0,0.0,0.0,99.0,7.0,4.0,27.0,0.0,1.0
MUTED AUTUMN,8472.jpg,test,173.0,7.0,19.0,69.0,3.0,2.0,112.0,29.0,13.0,72.0,14.0,6.0
MUTED AUTUMN,9063.jpg,test,172.0,5.0,5.0,115.0,2.0,12.0,125.0,19.0,4.0,122.0,-1.0,-2.0
WARM AUTUMN,10072.jpg,train,127.0,3.0,-3.0,79.0,7.0,14.0,93.0,21.0,-6.0,12.0,0.0,-2.0
WARM AUTUMN,11255.jpg,train,98.0,2.0,1.0,17.0,0.0,2.0,48.0,13.0,-2.0,19.0,0.0,0.0
WARM AUTUMN,12082.jpg,train,152.0,1.0,-4.0,24.0,2.0,8.0,102.0,14.0,-1.0,86.0,-5.0,-12.0
WARM AUTUMN,12411.jpg,train,174.0,-4.0,-8.0,73.0,5.0,8.0,93.0,29.0,11.0,98.0,2.0,-8.0
WARM AUTUMN,12661.jpg,train,206.0,2.0,10.0,87.0,4.0,15.0,188.0,16.0,7.0,116.0,2.0,2.0
WARM AUTUMN,13254.jpg,train,122.0,7.0,12.0,45.0,2.0,5.0,137.0,19.0,4.0,19.0,0.0,-1.0
WARM AUTUMN,13531.jpg,train,158.0,6.0,10.0,34.0,5.0,7.0,107.0,31.0,8.0,65.0,-2.0,-2.0
WARM AUTUMN,13601.jpg,train,160.0,3.0,4.0,44.0,0.0,2.0,135.0,14.0,2.0,102.0,0.0,-5.0
WARM AUTUMN,13768.jpg,train,171.0,-5.0,0.0,20.0,4.0,2.0,153.0,6.0,-6.0,119.0,-4.0,-3.0
WARM AUTUMN,14034.jpg,train,162.0,2.0,9.0,35.0,0.0,2.0,129.0,25.0,-2.0,66.0,2.0,-1.0
WARM AUTUMN,14193.jpg,train,178.0,-8.0,7.0,85.0,10.0,-4.0,102.0,31.0,7.0,67.0,14.0,-10.0
WARM AUTUMN,16195.jpg,train,129.0,-2.0,7.0,25.0,2.0,-1.0,116.0,8.0,-2.0,0.0,0.0,0.0
WARM AUTUMN,16972.jpg,train,153.0,3.0,2.0,35.0,0.0,1.0,135.0,7.0,-3.0,88.0,-3.0,-4.0
WARM AUTUMN,1744.jpg,train,200.0,-18.0,-4.0,42.0,12.0,4.0,125.0,14.0,7.0,81.0,0.0,-5.0
WARM AUTUMN,18061.jpg,train,155.0,-8.0,1.0,37.0,4.0,5.0,51.0,6.0,0.0,0.0,0.0,0.0
WARM AUTUMN,18086.jpg,train,119.0,-3.0,2.0,0.0,0.0,0.0,128.0,3.0,-15.0,61.0,0.0,-9.0
WARM AUTUMN,18226.jpg,train,163.0,3.0,4.0,21.0,5.0,2.0,105.0,26.0,-1.0,32.0,4.0,-4.0
WARM AUTUMN,19308.jpg,train,186.0,-1.0,-5.0,68.0,6.0,11.0,141.0,19.0,1.0,105.0,-1.0,-9.0
WARM AUTUMN,19593.jpg,train,193.0,0.0,2.0,75.0,2.0,5.0,183.0,12.0,-1.0,60.0,-1.0,-10.0
WARM AUTUMN,20296.jpg,train,166.0,5.0,2.0,24.0,1.0,2.0,135.0,16.0,9.0,45.0,1.0,-4.0
WARM AUTUMN,20334.jpg,train,130.0,4.0,13.0,31.0,1.0,-2.0,83.0,26.0,9.0,47.0,1.0,-4.0
WARM AUTUMN,20525.jpg,train,169.0,0.0,1.0,21.0,0.0,2.0,142.0,15.0,-3.0,85.0,-2.0,-2.0
WARM AUTUMN,20643.jpg,train,196.0,0.0,-7.0,88.0,4.0,9.0,165.0,9.0,-5.0,108.0,3.0,-8.0
WARM AUTUMN,21021.jpg,train,94.0,10.0,12.0,0.0,0.0,0.0,133.0,16.0,11.0,73.0,4.0,4.0
WARM AUTUMN,21244.jpg,train,148.0,7.0,-14.0,102.0,-1.0,3.0,108.0,23.0,-2.0,63.0,6.0,-3.0
WARM AUTUMN,21332.jpg,train,171.0,4.0,9.0,33.0,2.0,0.0,161.0,13.0,4.0,37.0,2.0,2.0
WARM AUTUMN,21434.jpg,train,152.0,3.0,-1.0,27.0,-1.0,6.0,114.0,18.0,5.0,30.0,1.0,2.0
WARM AUTUMN,21849.jpg,train,174.0,5.0,7.0,85.0,-1.0,9.0,134.0,13.0,5.0,0.0,0.0,0.0
WARM AUTUMN,21905.jpg,train,142.0,2.0,6.0,46.0,4.0,9.0,95.0,28.0,3.0,62.0,2.0,-1.0
WARM AUTUMN,22060.jpg,train,148.0,5.0,8.0,81.0,0.0,3.0,122.0,18.0,6.0,84.0,0.0,-2.0
WARM AUTUMN,22230.jpg,train,168.0,-3.0,-7.0,80.0,3.0,11.0,129.0,9.0,-9.0,54.0,-5.0,4.0
WARM AUTUMN,22516.jpg,train,172.0,7.0,10.0,40.0,8.0,9.0,113.0,43.0,10.0,87.0,-1.0,-10.0
WARM AUTUMN,23463.jpg,train,102.0,1.0,6.0,20.0,0.0,-1.0,84.5,6.0,-1.0,64.0,0.0,-1.0
WARM AUTUMN,23612.jpg,train,184.0,2.0,-3.0,33.0,2.0,5.0,155.0,5.0,4.0,97.0,0.0,1.0
WARM AUTUMN,24598.jpg,train,157.0,3.0,-1.0,45.0,3.0,9.0,128.0,14.0,-8.0,71.0,3.0,0.0
WARM AUTUMN,24908.jpg,train,140.0,6.0,1.0,14.0,4.0,5.0,127.0,26.0,-20.0,88.0,5.0,-5.0
WARM AUTUMN,25079.jpg,train,181.0,-1.0,1.0,52.0,6.0,2.0,119.0,22.0,20.0,0.0,0.0,0.0
WARM AUTUMN,2520.jpg,train,188.0,3.0,5.0,16.0,-2.0,2.0,145.0,32.0,4.0,96.0,0.0,-3.0
WARM AUTUMN,25498.jpg,train,133.0,-4.0,3.0,14.0,0.0,2.0,110.0,6.0,1.0,61.0,-5.0,0.0
WARM AUTUMN,26155.jpg,train,187.0,-22.0,15.0,14.0,0.0,2.0,126.0,11.0,12.0,45.0,-2.0,5.0
WARM AUTUMN,26390.jpg,train,116.0,11.0,13.0,0.0,0.0,0.0,116.0,16.0,10.0,36.0,4.0,4.0
WARM AUTUMN,26583.jpg,train,184.0,1.0,2.0,83.0,3.0,5.0,162.0,20.0,3.0,91.0,-1.0,-12.0
WARM AUTUMN,27343.jpg,train,188.0,1.0,11.0,86.0,8.0,5.0,154.0,15.0,10.0,74.0,5.0,-7.0
WARM AUTUMN,27430.jpg,train,86.0,8.0,1.0,150.0,3.0,7.0,71.0,12.0,-2.0,5.0,2.0,-2.0
WARM AUTUMN,27671.jpg,train,177.0,-1.0,6.0,38.0,6.0,3.0,164.0,17.0,-13.0,97.0,2.0,-7.0
WARM AUTUMN,28620.jpg,train,150.0,5.0,13.0,115.0,2.0,9.0,130.0,22.0,12.0,55.0,-1.0,-2.0
WARM AUTUMN,28787.jpg,train,138.0,12.0,28.0,65.0,8.0,3.0,99.0,27.0,27.0,66.0,0.0,-3.0
WARM AUTUMN,29259.jpg,train,172.0,-5.0,-13.0,27.0,5.0,7.0,109.0,15.0,-8.0,33.0,4.0,-2.0
WARM AUTUMN,3457.jpg,train,110.0,8.0,-1.0,29.0,0.0,-2.0,100.0,21.0,-7.0,30.0,2.0,-1.0
WARM AUTUMN,4045.jpg,train,141.0,-3.0,-2.0,35.0,0.0,4.0,116.0,8.0,-4.0,50.0,0.0,2.0
WARM AUTUMN,4053.jpg,train,167.0,1.0,2.0,137.0,-1.0,4.0,158.0,13.0,-2.0,76.0,4.0,1.0
WARM AUTUMN,4405.jpg,train,231.0,-12.0,-13.0,81.0,4.0,8.0,212.0,0.0,-19.0,108.0,2.0,-15.0
WARM AUTUMN,5159.jpg,train,175.0,-1.0,-3.0,82.0,5.0,15.0,135.0,9.0,6.0,59.0,1.0,3.0
WARM AUTUMN,5556.jpg,train,105.0,11.0,-1.0,64.0,3.0,10.0,94.0,19.0,-2.0,60.0,5.0,-5.0
WARM AUTUMN,5850.jpg,train,176.0,2.0,8.0,62.0,7.0,8.0,141.0,17.0,-1.0,33.0,5.0,2.0
WARM AUTUMN,632.jpg,train,155.0,-2.0,12.0,72.0,1.0,-4.0,155.0,7.0,1.0,77.0,0.0,-6.0
WARM AUTUMN,6539.jpg,train,196.0,-4.0,8.0,102.0,9.0,-1.0,142.0,24.0,1.0,63.0,6.0,-9.0
WARM AUTUMN,6779.jpg,train,170.0,0.0,-7.0,78.0,4.0,7.0,99.0,31.0,-4.0,65.0,7.0,-2.0
WARM AUTUMN,7322.jpg,train,179.0,2.0,2.0,75.0,2.0,8.0,142.0,17.0,-1.0,104.0,2.0,4.0
WARM AUTUMN,8193.jpg,train,176.0,-1.0,-2.0,16.0,2.0,2.0,131.0,19.0,-6.0,68.0,2.0,-3.0
WARM AUTUMN,9150.jpg,train,141.0,5.0,5.0,131.0,0.0,3.0,56.0,28.0,5.0,14.0,3.0,-2.0
WARM AUTUMN,9300.jpg,train,156.0,2.0,-13.0,76.0,1.0,13.0,115.0,15.0,-13.0,43.0,2.0,-1.0
WARM AUTUMN,9408.jpg,train,174.0,-5.0,3.0,39.0,3.0,9.0,146.0,11.0,-5.0,85.0,-2.0,-4.0
WARM AUTUMN,9572.jpg,train,180.0,-1.0,9.0,33.0,6.0,-1.0,125.0,14.0,6.0,98.0,3.0,-1.0
WARM AUTUMN,9832.jpg,train,151.0,0.0,7.0,40.0,5.0,6.0,122.0,14.0,-4.0,54.0,3.0,0.0
WARM AUTUMN,9969.jpg,train,205.0,0.0,-3.0,84.0,4.0,17.0,150.0,13.0,14.0,64.0,0.0,-2.0
WARM AUTUMN,Annalisa 1.png,train,184.0,-4.0,-3.0,45.0,4.0,4.0,123.0,24.0,-1.0,102.0,-1.0,-3.0
WARM AUTUMN,Annalisa 2_0.png,train,164.0,2.0,7.0,49.0,8.0,7.0,124.0,18.0,8.0,86.0,2.0,5.0
WARM AUTUMN,David Beckham 1_1.png,train,177.0,-2.0,2.0,67.0,4.0,3.0,134.0,18.0,16.0,58.0,5.0,6.0
WARM AUTUMN,David Beckham 2_1.png,train,183.0,4.0,6.0,60.0,-2.0,-3.0,128.0,34.0,9.0,110.0,-5.0,-7.0
WARM AUTUMN,David Beckham 3.png,train,170.0,3.0,4.0,71.0,-2.0,3.0,157.0,12.0,-1.0,116.0,-2.0,2.0
WARM AUTUMN,Emma Watson 1.png,train,183.0,-2.0,-4.0,82.0,4.0,8.0,136.0,20.0,0.0,79.0,4.0,0.0
WARM AUTUMN,Emma Watson 2_0.png,train,187.0,0.0,3.0,55.0,3.0,8.0,102.0,40.0,9.0,61.0,2.0,1.0
WARM AUTUMN,Emma Watson 3_0.png,train,182.0,1.0,-2.0,74.0,0.0,6.0,98.0,31.0,24.0,30.0,1.0,-4.0
WARM AUTUMN,Julia Roberts 1_0.png,train,175.0,-1.0,-9.0,77.0,2.0,12.0,131.0,14.0,-6.0,87.0,-1.0,-3.0
WARM AUTUMN,Annalisa 3_0.png,train,200.0,-4.0,1.0,43.0,6.0,4.0,159.0,17.0,-4.0,101.0,-2.0,-3.0
WARM AUTUMN,1019.jpg,train,129.0,1.0,-2.0,42.0,0.0,4.0,69.0,24.0,-5.0,41.0,1.0,-4.0
WARM AUTUMN,10340.jpg,train,153.0,3.0,12.0,28.0,2.0,3.0,128.0,16.0,7.0,80.0,2.0,-5.0
WARM AUTUMN,11962.jpg,train,163.0,6.0,7.0,20.0,6.0,5.0,143.0,13.0,5.0,133.0,6.0,5.0
WARM AUTUMN,13072.jpg,train,134.0,1.0,2.0,33.0,2.0,5.0,129.0,11.0,-8.0,88.0,-2.0,-7.0
WARM AUTUMN,13959.jpg,train,162.0,5.0,-2.0,40.0,0.0,4.0,134.0,15.0,0.0,43.0,0.0,0.0
WARM AUTUMN,1430.jpg,train,148.0,-13.0,-4.0,31.0,-2.0,1.0,124.0,4.0,-18.0,19.0,-2.0,-4.0
WARM AUTUMN,1548.jpg,train,162.0,2.0,-2.0,43.0,6.0,11.0,103.0,18.0,3.0,0.0,0.0,0.0
WARM AUTUMN,16147.jpg,train,123.0,4.0,15.0,42.0,0.0,0.0,101.0,16.0,18.0,34.0,2.0,-1.0
WARM AUTUMN,16379.jpg,train,197.0,-22.0,1.0,7.0,8.0,0.0,140.0,-5.0,-7.0,17.0,4.0,0.0
WARM AUTUMN,16527.jpg,train,219.0,-6.0,6.0,58.0,4.0,-7.0,183.0,8.0,13.0,142.0,6.0,-4.0
WARM AUTUMN,16541.jpg,train,202.0,-10.0,-9.0,33.0,2.0,2.0,156.0,1.0,-5.0,82.0,-1.0,-7.0
WARM AUTUMN,18449.jpg,train,124.0,12.0,-8.0,96.0,7.0,1.0,98.0,24.0,-11.0,60.0,7.0,-17.0
WARM AUTUMN,18717.jpg,train,171.0,3.0,11.0,36.0,5.0,5.0,108.0,35.0,10.0,55.0,2.0,3.0
WARM AUTUMN,19442.jpg,train,153.0,2.0,10.0,65.0,1.0,5.0,135.0,12.0,3.0,60.0,0.0,-2.0
WARM AUTUMN,19812.jpg,train,102.0,4.0,13.0,38.0,2.0,5.0,74.0,12.0,7.0,38.0,3.0,3.0
WARM AUTUMN,2002.jpg,train,237.0,-12.0,-5.0,67.0,7.0,4.0,195.0,5.0,-4.0,125.0,7.0,-1.0
WARM AUTUMN,20547.jpg,train,175.0,-6.0,2.0,30.0,4.0,6.0,132.0,18.0,-8.0,86.0,-1.0,-2.0
WARM AUTUMN,20804.jpg,train,145.0,6.0,9.0,27.0,4.0,1.0,122.0,23.0,7.0,63.0,4.0,1.0
WARM AUTUMN,2258.jpg,train,90.0,10.0,18.0,2.0,2.0,1.0,36.0,24.0,18.0,1.0,0.0,0.0
WARM AUTUMN,3305.jpg,train,137.0,2.0,11.0,33.0,1.0,3.0,109.0,20.0,-2.0,63.0,0.0,-1.0
WARM AUTUMN,3688.jpg,train,111.0,8.0,15.0,25.0,2.0,2.0,119.0,13.0,9.0,33.0,0.0,0.0
WARM AUTUMN,3796.jpg,train,176.0,3.0,9.0,54.0,10.0,11.0,113.0,32.0,10.0,73.0,1.0,8.0
WARM AUTUMN,3924.jpg,train,160.0,-1.0,4.0,1.0,0.0,0.0,111.0,17.0,-5.0,35.0,4.0,2.0
WARM AUTUMN,4195.jpg,train,228.0,-13.0,-5.0,73.0,9.0,13.0,145.0,34.0,-11.0,113.0,1.0,-18.5
WARM AUTUMN,4565.jpg,train,123.0,5.0,7.0,92.0,1.0,7.0,116.0,11.0,-1.0,112.0,-2.0,-15.0
WARM AUTUMN,4688.jpg,train,182.0,0.0,6.0,40.0,2.0,4.0,128.0,26.0,2.0,76.0,-1.0,-3.0
WARM AUTUMN,6507.jpg,train,172.0,-1.0,-1.0,36.0,3.0,8.0,128.0,16.0,-5.0,82.0,2.0,-3.0
WARM AUTUMN,6663.jpg,train,234.0,-14.0,-10.0,44.0,7.0,11.0,215.0,-4.0,-17.0,119.0,3.0,4.0
WARM AUTUMN,7040.jpg,train,155.0,2.0,1.0,63.0,0.0,5.0,122.0,17.0,-2.0,96.0,2.0,-6.0
WARM AUTUMN,7484.jpg,train,133.0,-2.0,1.0,54.0,2.0,6.0,85.0,8.0,-2.0,71.0,4.0,-24.0
WARM AUTUMN,7691.jpg,train,182.0,-2.0,-2.0,40.0,8.0,11.0,148.0,14.0,-5.0,86.0,-2.0,-4.0
WARM AUTUMN,7817.jpg,train,146.0,1.0,7.0,25.0,1.0,2.0,120.0,17.0,8.0,54.0,3.0,3.0
WARM AUTUMN,8376.jpg,train,82.0,4.0,9.0,7.0,0.0,0.0,73.0,10.0,3.0,2.0,0.0,1.0
WARM AUTUMN,8641.jpg,train,186.0,1.0,1.0,95.0,2.0,9.0,149.0,21.0,5.0,63.0,2.0,-1.0
WARM AUTUMN,881.jpg,train,164.0,-1.0,-2.0,35.0,1.0,4.0,135.0,14.0,-9.0,70.0,1.0,-7.0
WARM AUTUMN,9288.jpg,train,163.0,6.0,17.0,17.0,2.0,2.0,131.0,20.0,12.0,45.0,2.0,3.0
WARM AUTUMN,9686.jpg,train,154.0,1.0,3.0,46.0,3.0,1.0,121.0,17.0,-2.0,58.0,4.0,4.0
WARM AUTUMN,9837.jpg,train,133.0,2.0,6.0,36.0,0.0,2.0,132.0,9.0,1.0,38.0,0.0,-4.0
WARM AUTUMN,9981.jpg,train,229.0,-11.0,-6.0,84.0,14.0,21.0,159.0,18.0,-10.0,212.0,-3.0,-7.0
WARM AUTUMN,annalisa 6.png,train,200.0,-1.0,-5.0,54.0,4.0,11.0,160.0,22.0,-3.0,114.0,0.0,-7.0
WARM AUTUMN,annalisa 7.png,train,170.0,2.0,1.0,80.0,2.0,7.0,125.0,21.0,-3.0,68.0,1.0,-3.0
WARM AUTUMN,annalisa 8.png,train,184.0,-3.0,-10.0,45.0,5.0,13.0,138.0,11.0,-2.0,53.0,3.0,0.0
WARM AUTUMN,Annalisa.png,train,168.0,1.0,16.0,38.0,5.0,12.0,126.0,18.0,17.0,83.0,-2.0,6.0
WARM AUTUMN,beyonce  10.png,train,106.0,1.0,1.0,63.0,-3.0,10.0,91.0,6.0,1.0,30.0,1.0,-1.0
WARM AUTUMN,beyonce 11.png,train,133.0,3.0,-2.0,53.0,-1.0,2.0,124.0,14.0,-11.0,73.5,-1.0,-10.0
WARM AUTUMN,beyonce 13.png,train,142.0,0.0,0.0,64.0,2.0,3.0,127.0,6.0,-1.0,59.5,2.0,0.0
WARM AUTUMN,beyonce 5.png,train,146.0,3.0,7.0,53.0,2.0,10.0,111.0,17.0,-4.0,68.0,-1.0,-3.0
WARM AUTUMN,beyonce 8.png,train,175.0,2.0,1.0,110.0,0.0,4.0,163.0,9.0,-4.0,86.0,-1.0,1.0
WARM AUTUMN,camilla boniardi 5.png,train,192.0,0.0,9.0,71.0,4.0,-2.0,142.0,23.0,19.0,95.0,1.0,0.0
WARM AUTUMN,cristina-parodi 2.png,train,133.0,3.0,3.0,101.0,-3.0,2.0,92.0,21.0,2.0,8.0,6.0,2.0
WARM AUTUMN,Debra Messing 1.png,train,195.0,-3.0,1.0,17.0,4.0,4.0,148.0,16.0,12.0,97.0,-2.0,1.0
WARM AUTUMN,debra messing 4.png,train,174.0,-2.0,3.0,65.0,6.0,7.0,145.5,8.0,-5.0,105.0,-4.0,-1.0
WARM AUTUMN,debra messing 5.png,train,209.0,-5.0,-5.0,47.0,4.0,5.0,180.0,8.0,-5.0,67.5,0.0,-6.0
WARM AUTUMN,debra messing 6.png,train,175.0,-7.0,0.0,39.0,5.0,8.0,149.0,5.0,-6.0,83.0,-3.0,1.0
WARM AUTUMN,debra messing 7.png,train,191.0,-1.0,3.0,64.0,8.0,9.0,152.0,18.0,-3.0,78.0,-0.5,2.0
WARM AUTUMN,debra messing 9.png,train,202.0,-2.0,1.0,39.0,6.0,6.0,170.0,15.0,-2.0,128.0,-5.0,-2.0
WARM AUTUMN,emma watson 10.png,train,172.0,-1.0,0.0,50.0,1.0,3.0,97.0,25.0,-5.0,69.0,1.0,-4.0
WARM AUTUMN,emma watson 2_1.png,train,169.0,3.0,5.0,35.0,0.0,2.0,136.0,17.0,5.0,50.0,3.0,1.0
WARM AUTUMN,emma watson 6.png,train,168.0,3.0,-4.0,62.0,0.0,5.0,137.0,13.0,4.0,47.0,2.0,1.0
WARM AUTUMN,emma watson 7.png,train,181.0,2.0,0.0,80.0,4.0,13.0,158.0,14.0,-4.0,72.0,5.0,-3.0
WARM AUTUMN,emma watson 9.png,train,158.0,1.0,4.0,59.0,3.0,9.0,87.0,34.0,15.0,32.0,0.0,-2.0
WARM AUTUMN,emmawatson 6.png,train,183.0,-2.0,0.0,27.0,2.0,2.0,136.0,24.0,10.0,46.0,2.0,1.0
